지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),지면온도(°C)
108,서울,2010-04-01 01:00,7.7,,1.4,70,90,7.9
108,서울,2010-04-01 02:00,7.8,,1.1,290,89,8.1
108,서울,2010-04-01 03:00,7.8,,2.7,290,90,8.3
108,서울,2010-04-01 04:00,7.5,,1.3,290,91,8.3
108,서울,2010-04-01 05:00,7.4,,.6,320,92,8.3
108,서울,2010-04-01 06:00,6.7,,1.3,320,95,8.3
108,서울,2010-04-01 07:00,6.6,,1,290,95,8.4
108,서울,2010-04-01 08:00,6.9,,2.6,290,92,8.9
108,서울,2010-04-01 09:00,7.6,,2.2,290,90,9.4
108,서울,2010-04-01 10:00,8.3,,1.8,270,88,9.7
108,서울,2010-04-01 11:00,9.5,,3.8,290,82,10.7
108,서울,2010-04-01 12:00,9.7,,2.7,320,79,10.6
108,서울,2010-04-01 13:00,9,.1,3.2,320,87,9.8
108,서울,2010-04-01 14:00,8.7,.2,3.6,290,83,10.5
108,서울,2010-04-01 15:00,8,.2,4,290,86,9.2
108,서울,2010-04-01 16:00,7.6,.5,1.4,270,87,9.1
108,서울,2010-04-01 17:00,7.6,0,5.5,290,81,8.5
108,서울,2010-04-01 18:00,7.1,,3.8,290,64,7.4
108,서울,2010-04-01 19:00,6.5,,4.1,290,58,5.7
108,서울,2010-04-01 20:00,5.5,,4.6,290,53,3.9
108,서울,2010-04-01 21:00,5.1,,3.3,290,47,2.8
108,서울,2010-04-01 22:00,4.6,,3,290,44,1.9
108,서울,2010-04-01 23:00,4.1,,3.2,290,42,1.3
108,서울,2010-04-02 00:00,3.6,,2.4,290,43,.8
108,서울,2010-04-02 01:00,3.1,,2.1,290,45,.7
108,서울,2010-04-02 02:00,2.9,,2.7,290,47,.2
108,서울,2010-04-02 03:00,2.5,,1.3,290,49,-.3
108,서울,2010-04-02 04:00,1.9,,.9,290,55,.4
108,서울,2010-04-02 05:00,1.6,,.7,290,59,.1
108,서울,2010-04-02 06:00,1.4,,.9,290,65,-.4
108,서울,2010-04-02 07:00,1.8,,1.7,290,54,-.3
108,서울,2010-04-02 08:00,3.4,,2.1,250,50,.7
108,서울,2010-04-02 09:00,5,,3,270,43,6.6
108,서울,2010-04-02 10:00,6.5,,2.4,270,40,13
108,서울,2010-04-02 11:00,8.1,,4.8,270,23,16.7
108,서울,2010-04-02 12:00,8.7,,5.3,250,21,19.6
108,서울,2010-04-02 13:00,9.5,,4.7,270,23,22
108,서울,2010-04-02 14:00,9.6,,5.7,270,17,22.2
108,서울,2010-04-02 15:00,9.5,,7.4,250,16,20.4
108,서울,2010-04-02 16:00,10.1,,5.8,250,17,17.5
108,서울,2010-04-02 17:00,8.4,,7.4,250,30,13.5
108,서울,2010-04-02 18:00,7.5,,6.2,250,45,9.8
108,서울,2010-04-02 19:00,7,,5.1,250,58,8.3
108,서울,2010-04-02 20:00,6.4,,5.1,250,69,7.4
108,서울,2010-04-02 21:00,5.4,,4.5,290,73,5.9
108,서울,2010-04-02 22:00,4.8,,3.7,320,29,3.7
108,서울,2010-04-02 23:00,4.1,,3.5,290,30,2.5
108,서울,2010-04-03 00:00,3.7,,2.3,270,33,1.7
108,서울,2010-04-03 01:00,3,,2.7,290,35,1
108,서울,2010-04-03 02:00,2.5,,2.3,290,41,.5
108,서울,2010-04-03 03:00,2,,1.5,290,44,0
108,서울,2010-04-03 04:00,1.8,,1.7,290,44,.4
108,서울,2010-04-03 05:00,1.3,,1.9,290,48,.2
108,서울,2010-04-03 06:00,1.2,,1.6,290,50,0
108,서울,2010-04-03 07:00,1.5,,2.5,290,50,.1
108,서울,2010-04-03 08:00,2.7,,1.9,320,42,.7
108,서울,2010-04-03 09:00,4.1,,3.1,290,34,6.9
108,서울,2010-04-03 10:00,5.7,,3.6,320,23,12.3
108,서울,2010-04-03 11:00,7.4,,2.6,290,21,17.4
108,서울,2010-04-03 12:00,8,,4.1,270,20,21.1
108,서울,2010-04-03 13:00,8.4,,4.2,270,20,24
108,서울,2010-04-03 14:00,8.3,,6.2,270,18,24.8
108,서울,2010-04-03 15:00,8.7,,5.1,290,19,23
108,서울,2010-04-03 16:00,9.2,,3.8,270,17,19.1
108,서울,2010-04-03 17:00,8.3,,4.6,290,21,13.5
108,서울,2010-04-03 18:00,7.9,,2.9,290,20,9.2
108,서울,2010-04-03 19:00,6.4,,3.3,290,22,6
