지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),지면온도(°C)
108,서울,2002-04-01 01:00,7.5,,.6,50,91,
108,서울,2002-04-01 02:00,7.5,,.7,50,92,
108,서울,2002-04-01 03:00,7.3,,.4,50,92,3.2
108,서울,2002-04-01 04:00,7,,.4,50,91,
108,서울,2002-04-01 05:00,7.1,,.8,50,92,
108,서울,2002-04-01 06:00,6.8,,.9,50,92,
108,서울,2002-04-01 07:00,6.8,,1.1,50,93,
108,서울,2002-04-01 08:00,8.7,,.9,70,85,
108,서울,2002-04-01 09:00,10.8,,.6,90,71,12.1
108,서울,2002-04-01 10:00,13.2,,.1,0,55,
108,서울,2002-04-01 11:00,15.2,,1.4,230,47,
108,서울,2002-04-01 12:00,17,,1.7,270,38,
108,서울,2002-04-01 13:00,17.4,,1.9,250,38,
108,서울,2002-04-01 14:00,18.6,,1.7,250,31,
108,서울,2002-04-01 15:00,18.6,,2.1,230,31,21.3
108,서울,2002-04-01 16:00,19.1,,2,230,34,
108,서울,2002-04-01 17:00,18.4,,1.7,250,39,
108,서울,2002-04-01 18:00,17.7,,1.8,250,42,
108,서울,2002-04-01 19:00,16.3,,2,200,49,
108,서울,2002-04-01 20:00,15.1,,1.7,250,50,
108,서울,2002-04-01 21:00,14,,2.4,250,54,9.5
108,서울,2002-04-01 22:00,13.1,,.8,230,56,
108,서울,2002-04-01 23:00,12.6,,.6,270,62,
108,서울,2002-04-02 00:00,12.1,,0,0,66,
108,서울,2002-04-02 01:00,11.1,,.2,0,68,
108,서울,2002-04-02 02:00,11.1,,.2,0,68,
108,서울,2002-04-02 03:00,10.3,,0,0,72,4.3
108,서울,2002-04-02 04:00,9.4,,1.1,50,75,
108,서울,2002-04-02 05:00,9.2,,.7,20,76,
108,서울,2002-04-02 06:00,8.9,,.5,20,79,
108,서울,2002-04-02 07:00,8.8,,1,50,79,
108,서울,2002-04-02 08:00,10.3,,.7,50,69,
108,서울,2002-04-02 09:00,13.4,,.7,70,57,13.5
108,서울,2002-04-02 10:00,15.6,,.2,0,44,
108,서울,2002-04-02 11:00,17.7,,1.1,250,31,
108,서울,2002-04-02 12:00,19.6,,1.1,180,26,
108,서울,2002-04-02 13:00,20.6,,.8,290,24,
108,서울,2002-04-02 14:00,21.4,,1,270,25,
108,서울,2002-04-02 15:00,22.2,,1.2,250,22,25.6
108,서울,2002-04-02 16:00,22.2,,1.3,230,15,
108,서울,2002-04-02 17:00,21.9,,1.1,270,13,
108,서울,2002-04-02 18:00,20.4,,1.5,230,17,
108,서울,2002-04-02 19:00,18.1,,2.2,270,23,
108,서울,2002-04-02 20:00,16.4,,2.2,270,33,
108,서울,2002-04-02 21:00,15.6,,1.4,270,35,9.1
108,서울,2002-04-02 22:00,14.6,,1.3,270,38,
108,서울,2002-04-02 23:00,14.4,,1.3,230,39,
108,서울,2002-04-03 00:00,13.9,,1.1,290,36,
108,서울,2002-04-03 01:00,13.7,,1.6,250,35,
108,서울,2002-04-03 02:00,13.1,,1.9,270,40,
108,서울,2002-04-03 03:00,12.2,,2.4,270,49,7
108,서울,2002-04-03 04:00,11.7,,1,250,52,
108,서울,2002-04-03 05:00,11.3,,.8,290,55,
108,서울,2002-04-03 06:00,10.9,,1.1,270,56,
108,서울,2002-04-03 07:00,10.5,,.9,250,59,
108,서울,2002-04-03 08:00,11.4,,.3,340,55,
108,서울,2002-04-03 09:00,14.1,,1.3,70,41,16.8
108,서울,2002-04-03 10:00,16.1,,1.8,70,36,
108,서울,2002-04-03 11:00,17.2,,2,70,35,
108,서울,2002-04-03 12:00,17.5,,2.3,70,36,
108,서울,2002-04-03 13:00,18.4,,2.1,70,32,
108,서울,2002-04-03 14:00,19.6,,1.6,70,24,
108,서울,2002-04-03 15:00,20.4,,1.8,70,20,25
108,서울,2002-04-03 16:00,20.7,,1.5,70,16,
108,서울,2002-04-03 17:00,19.8,,1.7,70,14,
108,서울,2002-04-03 18:00,18.9,,1.1,70,14,
108,서울,2002-04-03 19:00,17.1,,1.8,50,17,
108,서울,2002-04-03 20:00,15.7,,1.3,50,18,
