지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),지면온도(°C)
108,서울,2012-04-01 01:00,2.4,,4.7,270,35,.8
108,서울,2012-04-01 02:00,2.2,,4.8,270,31,.3
108,서울,2012-04-01 03:00,1.7,,2.8,270,31,-.3
108,서울,2012-04-01 04:00,1.4,,2.7,250,33,-.4
108,서울,2012-04-01 05:00,1.1,,2.7,250,34,-.6
108,서울,2012-04-01 06:00,.7,,1.9,270,34,-.9
108,서울,2012-04-01 07:00,.8,,1,270,36,-.6
108,서울,2012-04-01 08:00,2.2,,2.2,290,31,1.2
108,서울,2012-04-01 09:00,3.9,,2,270,27,8.4
108,서울,2012-04-01 10:00,4.8,,4.2,290,19,14.6
108,서울,2012-04-01 11:00,5.8,,2.6,340,19,19.1
108,서울,2012-04-01 12:00,6.8,,2.6,320,18,21.7
108,서울,2012-04-01 13:00,7.3,,4.2,290,20,24.4
108,서울,2012-04-01 14:00,8.6,,3.4,290,17,26
108,서울,2012-04-01 15:00,8.3,,5.4,230,20,24.2
108,서울,2012-04-01 16:00,8.6,,3.7,250,21,21.4
108,서울,2012-04-01 17:00,8.3,,3.6,270,23,15.3
108,서울,2012-04-01 18:00,7,,4.2,270,28,10.4
108,서울,2012-04-01 19:00,5.8,,3.8,270,30,7.1
108,서울,2012-04-01 20:00,5.1,,1.7,320,30,5.3
108,서울,2012-04-01 21:00,4.5,,2.1,270,31,4.1
108,서울,2012-04-01 22:00,4.2,,1.9,270,33,3.4
108,서울,2012-04-01 23:00,3.7,,.1,0,35,2.4
108,서울,2012-04-02 00:00,3.5,,3.1,50,36,2.1
108,서울,2012-04-02 01:00,3.9,,3,50,37,2
108,서울,2012-04-02 02:00,4,,3.4,50,38,2.7
108,서울,2012-04-02 03:00,4.4,,3.9,70,35,3
108,서울,2012-04-02 04:00,4.4,,3,70,35,2.9
108,서울,2012-04-02 05:00,4.2,,2.9,70,35,2.1
108,서울,2012-04-02 06:00,4.4,,4,70,34,2.1
108,서울,2012-04-02 07:00,4.8,,4.5,70,33,2.7
108,서울,2012-04-02 08:00,6.3,,3.7,70,31,6.3
108,서울,2012-04-02 09:00,7.3,,4.5,70,30,9.3
108,서울,2012-04-02 10:00,9.3,,3.5,70,28,12.3
108,서울,2012-04-02 11:00,11.1,,4.4,70,26,15.5
108,서울,2012-04-02 12:00,12,,4.5,90,25,14.9
108,서울,2012-04-02 13:00,12.9,,3.8,70,25,14.9
